,intitule,entreprise,Type Contrat,Niveau Experience,texte
296,Data analyst confirmé(e) F/H,Thales Services S.A.S.,Full-time,Entry level,"[""CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE :Nous apportons à nos clients des solutions high-tech, reposant sur notre connaissance des métiers, notre capacité d'innovation et notre savoir-faire industriel.Intégré(e) au centre de compétences « Augmented Data » de Paris, vous interviendrez sur des projets de développement de systèmes d'information critiques.Au sein de ce centre, vous rejoindrez notre équipe de Data Engineers, Data Architects et Data Scientists.Vos principales missions :Elaborer l'architecture générale des systèmes dont vous êtes en charge à partir de leurs spécifications et exigences (topologie, performances, fonctionnalités, sécurité, applications …).Orienter les choix techniques en fonction de votre expérience et de la politique technique du groupe.Implémenter les solutions validées par nos clientsEtre le garant de la qualité technique des logiciels produits, et de leur respect de l'architecture initiale.Contribuer au sein du département à l'effort d'animation technique, de veille technologique et d'innovation au sein des groupes de travail en place.Effectuer des audits de solutions. Nous vous offrons :Une diversité de projets vous permettant de découvrir l'ensemble de nos métiers,Des conditions de travail motivantes et un plan de carrière personnalisé offrant de réelles perspectives d'évolution,La possibilité de vous investir dans une entreprise dont la réputation est mondiale avec des ambitions constantes d'innovations techniques.Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd'hui.QUI ETES-VOUS ?De formation Ingénieur ou Bac +5, Ecole d'ingénieur ou Université vous justifiez d'une expérience professionnelle en mise en place de solutions DataViz / BI d'au moins 5 ans.Vous justifiez d'une expérience significative sur l'outil Power BI.Vous êtes intéressés par le métier de Data Engineer dans tous ses aspects (Big Data, Data Viz).Votre entourage vous reconnait pour votre relationnel. Vous êtes capable d'animer des ateliers avec des utilisateurs pour recueillir leurs besoins puis leur présenter votre travail en mode agile.QUI SOMMES-NOUS ?Thales propose des systèmes d'information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d'importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d'information critiques et cybersécurité, répondent aux besoins de marchés où l'utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.Sur le site de Vélizy le Bois, les équipes développent et installent des systèmes d'information de commandement et de renseignement, systèmes de sécurité nationale et solutions de sécurité pour les villes, les États et les infrastructures critiques, ainsi que des systèmes d'information critiques et de cybersécurité. Le site abrite également les équipes en charge les solutions de supervision et de signalisation ferroviaire pour les grandes lignes et les réseaux de trafic urbain.""]"
297,Data Analyst & Campaign Manager F/H,VIDAL ASSOCIATES Consulting & Search,Full-time,Entry level,"[""Enseigne de distribution spécialisée, présente en France et à l'international (600 points de vente et sites e-commerce), notre client connaît une croissance supérieure à celle de son marché. En 2021, ils mettent en place une nouvelle stratégie et investissent fortement sur la relation client. Dans ce contexte, nous recrutons au sein du département CRM et Data : Data Analyst & Campaign Manager H/FCDI - Bordeaux (33)Missions :En tant que Data Analyst et Campaign Manager, vous serez rattaché au responsable CRM & DATA au sein de la direction Marketing. A ce titre vous serez amené à:- Assurer la gestion des campagnes en lien avec les équipes marketing afin de mettre en place des campagnes cross-canal marketing récurrentes et ponctuelles via un logiciel de marketing automation Adobe Campaign:"", <li>Réaliser le paramétrage des campagnes marketing ponctuelles &amp; des campagnes trigger dans l'outil de gestion de campagnes ; le paramétrage et la gestion des application web dans l'outil (enquêtes…)<li>Suivre et vérifier la facturation des opérations<li>Tester les campagnes nationales et locales.<li>Assurer l'interface avec le service clients, le SI, le service e-commerce et les magasins pour toute demande d'assistance sur des paramétrages de campagnes marketing ou des problématiques liées à la fidélité client<li>Gérer l'exploitation fonctionnelle de la plateforme Adobe et la délivrabilité, vérifier les campagnes et les alimentations de fichiers, etc.- Contribuer à l'évolution de notre écosystème connaissance client avec les équipes IT : processus d'amélioration continue de nos systèmes d'informations clients, développement d'outils de gestion de nos données (CDP, RCU…)- Exploiter l'ensemble de nos données clients, élaborer des reportings d'activité et des analyses en vue de construire des indicateurs améliorant l'efficacité de nos campagnes (études connaissance clients, scores d'appétence, segmentations…)Management :- Superviser et manager 1 gestionnaire de campagnes juniorProfil :-Titulaire d'une Licence ou d'un diplome Bac +4/+5 en école d'ingénieurs ou école de commerce avec spécialisation en data marketing, vous disposez d'une première expérience en administration BDD et gestion de campagnes marketing. Vous maitrisez Adobe Campaign.- Vous possédez une forte orientation business et une forte vision client.- Force de proposition sur l'évolution des outils existants et des projets permettant de gagner en efficacité et en visibilité.- Votre autonomie, votre rigueur et votre ténacité sont impératifs pour mener à bien vos missions.- Votre sens de l'initiative et votre capacité à travailler en équipe le sont tout autantVIDAL ASSOCIATES Consulting &amp; Search, référence dans le recrutement de cadres spécialistes et de dirigeants en France et à l'international, recherche pour son client un Data Analyst &amp; Campaign Manager H/F basé à Bordeaux (33).</li></li></li></li></li>]"
298,Data Analyst F/H,KERISTO,Full-time,Entry level,"['En tant que Data Analyst, vos missions sont les suivantes :- Développement d’études Data en mode distribué/Big Data - Conception, gestion et exploitation de bases de données - Analyse des données massives- Evolution des outilsVous êtes de formation supérieure (BAC+5) en informatique avec une première expérience sur un poste similaire. Vous maitrisez les technologies Spark/PySpark, Python, SQL.Vous êtes autonome, curieux, rigoureux(se) et doté(e) d\'un bon relationnel. Vous possédez un vrai goût pour l\'analyse de données et la recherche permanente de l\'innovation.Keristo est une jeune société de conseil avec pour coeur de métier : ""l\'ingénierie des solutions techniques et organisationnelles"". Le client est au centre de notre organisation et de nos objectifs en apportant l\'exigeante mise en application de nos compétences techniques et transverses dans la réalisation des projets qui nous sont confiés.Basé à Valence et à Grenoble, nous intervenons principalement en Rhône Alpes.Jeune structure dynamique, nous poursuivons notre développement, agile et déterminée à grandir avec pour ""invariant"" la prise en compte de nos sensibilités et particularités personnelles.Nous sommes attachés au développement technique et métier de nos collaborateurs et portons l\'accent sur les compétences leur permettant de valoriser leur parcours sans oublier les qualités personnelles et inter-personnelles indispensables à l\'exercice de notre métier.']"
299,Chef de projet MOA / Business Analyst F/H,WEENEO CONSULTING,Full-time,Entry level,"['En tant que Consultant fonctionnel dans le domaine du eCommerce / B2B, vous êtes en charge :- Comprendre et recueillir les besoins des clients- Rédiger les spécifications fonctionnelles', <li>Définir les jalons de mise en oeuvre et suivre la réalisation (IT/clients)<li>Rédiger le cahier de tests<li>Coordonner le déploiement des solutions avec les clients<li>Assurer le suivi des anomalies<li>Participer à l'analyse de la performance Un bon niveau d'anglais est demandé Vous avec un Bac+5 ? Une expérience significative dans le domaine fonctionnel informatique ? Vous êtes motivés pour rejoindre une équipe à taille humaine ? N'hésitez pas à postuler pour nous rencontrer :)WEENEO c'est :  L'esprit d'équipe  La passion  La proximitéSi vous croyez en ces valeurs et que vous souhaitez intégrer une entreprise dynamique et ambitieuse, soucieuse de votre bien-être et de vos envies, rejoignez nous !</li></li></li></li></li>]"
300,H/F - CDI - Data Analyst Marketing,Free2Move,Full-time,Entry level,"[""Disponibilité : ASAPÀ propos de nous :Et si je vous disais que vous pouvez rejoindre une équipe jeune, motivée, dynamique, amusante, pleine d'idées et de compétences variées ?Situé au cœur de Paris, dans le 9ème arrondissement, Free2Move a un objectif unique mais ambitieux : simplifier la mobilité des personnes.Au sein du groupe PSA, Free2Move s'est développé pour devenir le réflexe unique des services de mobilité.Vous souhaitez comparer et réserver n'importe quel moyen de transport en centre ville ?Vous avez besoin d'une voiture pendant une heure ou deux pour retrouver des amis ?Vous prévoyez de prendre un train ou un avion et vous voulez vous assurer une place de parking ?Vous cherchez une solution de location de voiture avec un engagement flexible ?Nous répondons à ces besoins en une seule application !Et pour les professionnels ?Free2Move s'associe à plus de 1000 entreprises, de la start-up à l'entreprise, et propose une large gamme de services visant à faciliter la vie des employés et des gestionnaires de flotte.Free2Move Business Solutions est la réponse parfaite pour les entreprises qui cherchent à réduire leurs coûts, à créer une expérience de mobilité sans friction pour leurs employés ou à mettre en place une stratégie de mobilité écologique.Nos valeurs : le client d'abord, l'agilité, la simplicité, l'ouverture d'esprit.Vous travaillerez dans une structure à taille humaine, innovante, agile, à vocation internationale et contribuerez avec nous au succès de Free2Move. Alors, qu'en dites-vous, êtes-vous prêt à relever le défi ?Vos missions:En lien étroit avec l’équipe Acquisition et CRM, vous êtes en charge d’analyser les données en réponse aux problématiques des équipes et aux enjeux business.1"", <li>Construction et maintien des dashboards marketingConstruction de dashboards synthétiques à partir de plusieurs sources de données. Vous serez en charge d’extraire, de centraliser et de rassembler ces données.Maintenir et faire évoluer le suivi de la performance en placeVous veillez à la centralisation et mise à jour des rapports quotidien, hebdomadaire et mensuel 2<li>Optimisation de la stratégie user centricAméliorer la vision client via des analyses automatiques (analyse de paniers, suivi des avis clients etc.) et des analyses ad hoc (segmentation client)Gestion de projets spécifiques autour de l’analyse de donnéesFavoriser la réflexion stratégique autour d'approches fondées sur les données afin d'optimiser les produits et les efforts de marketing (y compris l'expérimentation) en fonction des segments de clientèle, des étapes du cycle de vie et d'autres caractéristiques essentielles des clientsBasées sur la data, fournir des recommandations basées sur la meilleure façon d’acquérir un client, de le conserver, de le segmenter, d'identifier une valeur potentielle élevée et d'interagir de manière proactive avec lui3<li>Mise en place de plusieurs analyses stratégiquesAnalyser les tendances de notre site et du business (opportunités/risques)Diriger les données sur les clients et mener la segmentation, la modélisation de la fidélisation et d'autres analyses/modèles utilesVous êtes data driven et garant de la bonne remontée et fiabilité des donnéesProfil :L’offre de poste vous plait ? Super ! Voici le profil que l’on recherche:You are fluent in French and EnglishVous avez un esprit de synthèse, de fortes capacités d’anticipation, de priorisation et d'organisationVous êtes rigoureux, autonome, polyvalent, efficace, robuste avec un très bon esprit d’analyseExcel est votre meilleur ami !Et si en bonus: vous avez déjà travaillé avec des outils de visualisation de données comme Tableau et fait des requêtes dans des bases de données SQL.Vous êtes de formation supérieure à partir de Bac +3, avec en bonus une spécialisation en traitement de données, en science de données ou une bonne expérience des systèmes de base de donnéesVous êtes familier des applications web et de l’environnement e-commerceVous avez une bonne culture Web et un esprit analytique Vous êtes à la recherche de challenges et souhaitez rejoindre une startup internationaleLes avantages :Vous correspondez aux critères ci-dessus et l’offre vous intéresse ? Voici ce qu’on vous propose pour booster votre motivation :Les équipes sont dynamiques et travaillent avec passionNous avons un esprit start-up et aimons célébrer ensemble chacune de nos réussites !L’agilité et la réactivité sont nos maîtres motsVous aurez l’opportunité de révolutionner votre mobilité, et celle de votre famille, vos amis ..Café gratuit, evidemment + carte de restaurant qui vous permet de profiter de l’autre avantage ci-dessousNous sommes situés au 45 Rue De La Chaussée D'antin, 75009 Paris, entourés de plusieurs restaurants (français, italien, asiatique, fast-food etc) mais aussi de complexes sportifs, de boutiques et de la Gare St Lazare Vous avez lu complexe sportif ? oui oui, on prévoit aussi l’abonnement Gymlib pour vous permettre de brûler toutes les calories des bons repas pour être en forme pour l’afterwork et les duels de baby-foot qu’on vous réserve</li></li></li>]"
301,DATA ANALYST (/X) – TEMPS PLEIN F/H,POK SAS,Full-time,Entry level,"['Vous êtes en charge d’assister le chef de projet ERP dans les divers aspects de son activité. Vous serez en charge d’acquérir et d’organiser l’ensemble des informations centrales de l’entreprise gérées par l’ERP. En CDI, poste à pourvoir immédiatement et à temps complet. Basé à Nogent-sur-Seine (Proche Provins et Romilly-sur-Seine).Votre mission :Préparation d’un plan de travail de correction des donnéesRecueillir toutes les données statiques pour l’ERP de l’entrepriseSaisie et mise à jour des données\u202f:',  ,  , 'produits\u202f (création article, désignation, paramètres, nomenclature, étapes produits), et compte (création compte fournisseurs et clients)Documenter l’ensemble des contraintes détectées et des actions correctives mise en place pour réunir l’ensemble des données.Catégoriser les données afin de les exploiter au mieuxCréation et mise en place de formulaires de collecte de données et validationCréation et mise à jour des manuels de gestion de donnéesVérification de la cohérence des donnéesAttribuer des priorités aux demandes des différents servicesÉmettre un tableau de suivi de performance de la gestion dataAnalyse des données existantes et recherche des écarts de donnéesModéliser et assurer les mises à jour régulières de la base de donnéesAnalyser et vulgariser les données pour restituer les résultats aux non-spécialistes de la dataMaîtrise de SQLMaitrise d’excelMaîtrise les techniques statistiques et de dataminingBonne connaissance du fonctionnement d’un ERPNiveau d’anglais et de français courant exigé (parlé et écrit)Savoir apporter des solutions logiquesFaire les choses jusqu’au boutSavoir suivre le même projet sur plusieurs moisCapacité à contrôler et s’auto contrôlerCapacité à faire un travail sans fauteSavoir communiquer avec d’autres servicesSavoir planifier son tempsTravailler vite et bienVous êtes méthodique et organisé, vous savez travailler en autonomie et gérer les priorités. Votre connaissance des processus de production et en logistique vous permet de récolter intelligemment les informations nécessaires auprès des différents services internes et des contacts externes. Le premier entretien sera fait par téléphone en anglais.Créée en 1976, la société POK® est l’un des leaders européens dans la fabrication de matériels de lutte contre l’incendie. POK commercialise plus de 300 000 produits chaque année dont près de 60 % sont exportés. De nos jours, la société POK développe des produits et des technologies pour les Sapeurs-Pompiers et elle propose également des solutions adaptées aux divers types industries ainsi qu’à de nombreux secteurs d’activité. POK est reconnue mondialement pour son savoir-faire et la qualité de ses produits.Pourquoi nous rejoindre ? Derrière le succès de notre entreprise, il y a des équipes motivées, qui aiment relever de grands défis. Notre société est engagée en faveur de l’égalité et de la diversité ; vos futurs collègues proviennent d’horizons différents car notre diversité fait notre force et nous permet d’évoluer. Nos équipes sont animées par un système de valeurs et de principes qui place le client au centre de leurs préoccupations. Ces clients sont répartis dans le monde entier et ils nous font confiance.Nous vous proposons de venir découvrir notre univers et d’intégrer l’une des équipes de collaborateurs passionnés et qualifiés. En nous rejoignant, vous pourrez accompagner la croissance de notre entreprise, mais surtout apprendre et développer vos talents.']"
302,DATA ANALYST H/F,DOMemploi,Full-time,Entry level,"[""Rattaché(e) au Directeur Systèmes d'Informations , le.la Data Analyst aura en charge : Type de contrat : Contrat à Durée Indéterminée"", <li>35h PROFIL Savoir-faire attendu :<li>Rigueur, organisation et méthode<li>Connaissance des outils métiers Grande Distribution ( METI, Orika...)<li>Maitrise des outils de pilotage projet Savoir-être attendu :<li>Maitrise des outils de pilotage projet<li>Savoir travailler en équipe -  dynamique et sens du relationnel Profil :<li>Titulaire d'un BAC+5 (Ingénieur informatique) ou équivalent<li>Maîtriser les outils statistiques et les informations nécessaires à la mise en place d'une base de données,<li>Gérer parfaitement les différentes technologies spécifiques au big data,<li>Trouver des sources de données pertinentes, extraire les données du système source,<li>Extraire et traduire des données business en données statistiques,<li>Optimiser la segmentation client au travers de données de consommation,<li>Modéliser et assurer les mises à jour régulières de la base de données,<li>Contrôler la qualité des données,<li>Analyser les informations chiffrées générées par l'activité de l'entreprise,<li>Mettre en oeuvre une data warehouse<li>Synthétiser et vulgariser les informations pour les rendre accessibles aux dirigeants de l'entreprise,<li>Proposer des recommandations sur les bases de données à modifier,<li>Définir la cible des campagnes de marketing,<li>Déterminer des tendances d'achat ou de consommation,<li>Faciliter les prises de décision des entreprises en assurant un rôle de consultant.</li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li>]"
303,Ingénieur Test IC/HW F/H,ALLIGATOR,Full-time,Entry level,"[""MISSIONRejoignez une entreprise de renommée internationale des semiconducteurs.Au sein d’une équipe dynamique et passionnée, vous interviendrez en tant Ingénieur Test IC/HW pour un projet IC de sécurisation de paiement sur terminaux mobiles avec interface sans contact.RESPONSABILITESDéveloppement en langage C embarqué,Développement et automatisation de Tests,Gestion de bloc / IP test et développement tous les aspects des tests,Gestion des paramètres d'automatisation,Capture et analyse des données.PROFILIngénieur en microélectronique,Bonnes connaissances en automatisation et développement de tests dans le domaine de la microélectronique,Vous possédez une connaissance des domaines suivants :Embedded C code, Automation development, block/IP test case and develop all aspect of the tests, automation settings, data capture and analysis.Anglais courant.Alligator, est une société au cœur de l'innovation Sophiapolitaine : de la Microélectronique à l'Informatique.Experts du recrutement NTIC (Electronique, Microélectronique, Informatique) en France et à l’étranger, tant sur des profils Ingénieur que Chef de projet, Business Analyst, FAE ou Product Engineer.Nous proposons nos services de recrutement et chasse de tête sur mesure, avec une approche qualitative garantissant professionnalisme, expertise métier, confidentialité, flexibilité et assurant une réponse adaptée à haute valeur ajoutée.Notre métier :Ingénierie des systèmes électroniques et informatiques,Conseil et expertise en management et solutions NTIC,Recrutement, Assistance Technique, forfait.Notre expertise :Systèmes électroniques : microélectronique, IoT, Logiciels embarqués, automotive, Télécom 4G/5G.Systèmes informatiques : technologies et hébergement web 2.0 et 3.0, développement de solutions applicatives multi-plateformes, big data, systèmes et réseaux, sécurité informatique.Notre offre :Un partenariat qui s'adapte à votre métier,Des modes d'interventions flexibles,Des profils d’experts,Des projets innovants à la hauteur de nos talents.Intéressé(e) ? N’hésitez pas à nous transmettre votre CV ! C’est avec plaisir, dynamisme et discrétion que nous reviendrons vers vous rapidement pour étudier vos meilleures opportunités de carrière.""]"
304,EA Analyst F/H,TITANE,Full-time,Entry level,"[ Analyste EAo Principales Fonctions   , ""Contribuer aux ateliers de conception techniqueContribuer aux ateliers de cartographie des donnéesContribuer à l'analyse de la structure des données sur les applications patrimonialesContribuer à la mise en place d'activitésInterface avec l'intégrateur ERP et les applications patrimoniales de tiers."",  ,  , ""Vous êtes:Architecte de solutions / analyste technique avec expérience en intégration (Talend / Tibco / Mulesoft / Boomi...) intégrant des données avec API, SOAP, RESTful, Database , Flat file...Expertise dans les services Web (SOAP, REST) et la gestion des API avec différents profils XML, JSON, DATABASE, FLATFILEBon anglais (oral et écrit)Compétences/expérience non obligatoires :Bases de données relationnelles et rédaction, optimisation et débogage de requêtes SQL complexes dans Microsoft SQL Server, OracleMise en file d'attente des messagesIPaaS Dell BoomiETL SAP Data Integrator ServicesContexte de l'ERPTITAN ENGINEERING société de conseil en Ingénierie recrute des Docteurs, Ingénieurs et Techniciens, dans les domaines de l'Industrie, de la Recherche et de l'Innovation.Nous recherchons de nouveaux collaborateurs pour accompagner en direct l'un de nos clients sur leurs projets et vous permettre de développer votre talent.Vous êtes Ingénieur data analyst (H/F) cette proposition est faites pour vous!""]"
305,Stagiaire Data Analyst,Daimler,Full-time,Entry level,"['Tasks Au sein de la Direction Marketing Own Retail, vous rejoignez l’équipe Data/CRM en tant qu’Assistant Analyste. Rattaché(e) au data manager, vous intervenez, principalement sur des données clients extraites de nos bases de données, dans le cadre de l’ensemble des travaux d’études data des comptes sur lesquels vous collaborez. Vous êtes garant de la réalisation, la valeur ajoutée des études et leur restitution en interne. Vous avez pour principales missions de contrôler, vérifier et mettre à jour les données clients. Vous vous occupez également du reporting des données clients à nos équipes de vente. Vous êtes à cet effet en charge de développer un outil de reporting client performant. Qualifications En études supérieures avec un intérêt pour les chiffres et les données statistiques, vous faites preuve de rigueur et d’une grande capacité de concentration. Vous justifiez d’une maîtrise avancée d’Excel et avez, en parallèle, de bonnes connaissances informatiques. Début de stage souhaité : Janvier 2021 Durée : 6 à 8 semaines']"
306,DATA ANALYST F/H,GROUPE CAILLE,Full-time,Entry level,"['Rattaché(e) au Directeur Systèmes d’Informations , le.la Data Analyst aura en charge :', <li>Maîtriser les outils statistiques et les informations nécessaires à la mise en place d’une base de données,<li>Gérer parfaitement les différentes technologies spécifiques au big data,<li>Trouver des sources de données pertinentes, extraire les données du système source,<li>Extraire et traduire des données business en données statistiques,<li>Optimiser la segmentation client au travers de données de consommation,<li>Modéliser et assurer les mises à jour régulières de la base de données,<li>Contrôler la qualité des données,<li>Analyser les informations chiffrées générées par l’activité de l’entreprise,<li>Mettre en oeuvre une data warehouse<li>Synthétiser et vulgariser les informations pour les rendre accessibles aux dirigeants de l’entreprise,<li>Proposer des recommandations sur les bases de données à modifier,<li>Définir la cible des campagnes de marketing,<li>Déterminer des tendances d’achat ou de consommation,<li>Faciliter les prises de décision des entreprises en assurant un rôle de consultant.Savoir-faire attendu :<li>Rigueur, organisation et méthode<li>Connaissance des outils métiers Grande Distribution ( METI, Orika…)<li>Maitrise des outils de pilotage projetSavoir-être attendu :<li>Maitrise des outils de pilotage projet<li>Savoir travailler en équipe<li>dynamique et sens du relationnelProfil :<li>Titulaire d’un BAC+5 (Ingénieur informatique) ou équivalentGroupe CAILLÉ, situé à l’Île de la Réunion, recrute !Nous sommes un groupe familial centenaire, aux valeurs humaines fortes, acteur économique majeur sur le territoire au travers de ses 2 branches d’activité :-  L’Automobile : PEUGEOT, DS, KIA, FIAT , ALFA, JAGUAR, LAND ROVER, PORSCHE, MIDAS, ADA-  La Grande distribution : SODEXPRO, LEADER PRICE &amp; PROMOCASHNotre force, nous la devons à l’engagement sans faille des femmes et des hommes qui contribuent au quotidien à notre performance dans le respect de nos valeurs qui sont le Respect, la Solidarité et le Partage.Nous rejoindre, c’est participer à une belle aventure, c’est apporter votre contribution individuelle au succès du collectif, à notre succès !</li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li></li>]"
307,Data Analyst F/H,unlck,Full-time,Entry level,"['ContexteVous êtes Data Analyst, vous cumulez au moins deux ans d’expérience professionnelle et vous recherchez une nouvelle aventure Data ?Rejoignez cette startup française en place depuis 5 ans et spécialisée dans la récolte et l’analyse de dédiée aux comportements des consommateurs. Leurs clients se composent, entre autres, de prestigieuses société de E-Commerce et leur technologie continue d’évoluer à vitesse grand V !Afin d’accélérer le développement et le déploiement de leur produit, ils souhaitent élargir l’équipe tech en recrutant un Data Analyst expérimenté en CDI.ResponsabilitésAu sein de l’équipe tech – qui compose aujourd’hui 5 développeurs – et sous la responsabilité du CTO, vous serez en charge de :L’assainissement et l’exploitation des données à travers de multiples canaux d’acquisitionsParticiper aux réflexions sur le stockage et la disponibilités de la DataFaire évoluer l’infrastructure en placeNormer les procéduresFaire le lien avec les différents métiers de l’entrepriseStack : Python, Ruby, RoR, PostgreSQL, AWS, SnowflakeProfilVous êtes diplômé d’un cursus bac+5 (Ecole d’ingénieur ou Master)Vous avez au moins 2 ans d’XP sur des responsabilités similairesVous avez d’excellentes compétences orientée Data (Python, SQL, PostgreSQL, bases No SQL)Vous avez de bonnes notions en mathématiques, algorithmes et modélisation de donnéesAvantagesEntreprise résolument Tech avec un important challenge techniqueSociété + technologie + équipe technique particulièrement reconnus sur le marchéLocaux dans le centre de ParisEquipe dynamique & perspectives d’évolutionsActeur indépendant du recrutement tech, UNLCK est un cabinet spécialisé dans l’embauche de développeurs par approche directe.Nous accompagnons les principaux acteurs du numérique dans leurs besoins en recrutement et leurs enjeux de développement. Nous collaborons aussi bien avec des clients de type grands comptes qu’avec des structures à tailles humaines (startups, éditeurs de logiciels) et ce, dans une multitude de secteurs d’activités : e-commerce, audiovisuel, santé, énergie, jeux-vidéos, finance, etc.']"
308,Data Analyst / Data Scientist F/H,raKam,Full-time,Entry level,"['En collaboration avec l’équipe technique et l’équipe Business, vous participez à la réalisation d’études et à l’amélioration des outils de recueil et d’analyse.A ce titre, vous aurez pour missions :Réalisation d’études sur les données collectées',  ,  , ':Définition du périmètre de l’étude avec l’équipe produit ou l’équipe business ;Recueil, nettoyage, analyse des données ;Rédaction du rapport d’étude ou bien restitution en interne;Amélioration des outils de recueil et d’analyse avec l’équipe technique :Proposition d’amélioration des outils ;Développements, tests et implémentation des outils ;Participation à la vie de l’entreprise :Vulgarisation des résultats des études auprès de l’équipe ;Formation des autres employés aux outils d’analyses ;',  ,  , <li>Vous êtes diplômé d’une grande école d’ingénieur ou d’une formation en informatique/statistique ;</li>, <li>Vous avez la volonté de travailler dans une startup jeune et à fort potentiel de croissance ;</li>, <li>Vous êtes polyvalent, autonome, apte à sortir de votre zone de confort et à collaborer avec des profils variés ;</li>, <li>Vous êtes capable d’obtenir des résultats concrets, et de prendre rapidement des responsabilités dans l’orientation stratégique de votre projet ;</li>, <li>Vous avez un bon esprit de synthèse et d’analyse ;</li>, <li>Vous justifiez de solides compétences en développement et traitement de données;</li>, <li>Vous maîtrisez l’ensemble des outils et méthodes d’analyse statistique;</li>, <li>Vous avez une appétence pour le secteur médical ;Réveillez le pirate !raKam est un cabinet de recrutement et conseil en stratégie RH, intrépide et iconoclaste ! L’entreprise pour laquelle nous recrutons est une JEI (jeune entreprise innovante), basée à Montpellier et à Paris. Dans le domaine médical, l'entreprise a créé une IA pour soutenir au quotidien des patients atteints de maladies chroniques ou de cancer et répondre à toutes leurs questions.</li>]"
309,Data Analyst F/H,Mobiapps,Full-time,Entry level,"[""Notre Data Factory a vocation d’accompagner nos clients dans la valorisation de l’intégralité de leur patrimoine Data. Centrée sur la maitrise de toute la chaine de valeur nous intervenons sur des domaines d’expertises complémentaires : BI, Big Data et Data Science.Rattaché(e) au centre opérationnel Digital Factory au sein de l’équipe Data Factory/Data Analyst, vous interviendrez chez nos clients et les accompagnerez dans l’analyse et la compréhension de leurs données. Vos principales missions seront de :Collecter, traiter et transformer les données en informations exploitables Animer des ateliers avec les métiersModéliser les bases de donnéesPrendre en charge des sujets autour de la qualité des donnéesReprésenter les résultats dans un outil de restitution visuelle de façon ergonomique et intuitiveRéaliser des indicateurs de mesure de la performance pour solutionner les questions stratégiques Diplômé(e) d’un Bac +5 en informatique ou école d’Ingénieurs2 ans d’expérience minimum sur un poste de Data AnalystCurieux(se) et passionné(e) par la data, vous aimez traduire la donnée en information et comprendre les enjeux business qui en découlentLa maitrise de l’anglais serait un plus ! Compétences métiers/techniques :Maitrise d'au moins un langage de requêtage de base de donnéesCapacité à réaliser des analyses statistiques et prédictives à partir de différentes bases de donnéesSpécialiste des données, vous avez de bonnes connaissances des technologies dédiées au traitement de la donnée (SQL, SAS, R, VBA, Python...) et une parfaite maîtrise de l'analyse des données.Une connaissance d'un logiciel dédié à la Data Visualization (Tableau, Qliksense, Qlickview, Power BI…) ainsi que des compétences en automatisation (VBA par exemple) est appréciée. Compétences relationnelles :Capacité rédactionnelleEsprit d'analyse et de synthèse, rigueur, aisance dans la réflexion conceptuelleVotre capacité d'écoute et votre goût du travail en équipe vous permettront d'être focalisé(e) sur la satisfaction de vos interlocuteursExcellent relationnelTravail en équipe Pourquoi nous rejoindre ?Une équipe dynamique, à taille humaine et dans une ambiance start-upDes postes évolutifs et des managers à l'écouteDes évènements internes organisés pour parler tech, business, projets, mais aussi de vous et de nous ! La Data Factory c’est aussi :Faire partie d’une communauté de technophiles qui souhaitent partager leurs connaissances/compétences via des événements internes et externesDes formations certifiantes adaptées et réfléchies pour vous permettre d’évoluer au sein de votre métierUn suivi personnalisé et un plan de carrière défini en cohérence avec vos aspirations et votre projet professionnelFondée en 2014, Mobiapps est une ESN qui souhaite poursuivre son développement aux côtés de ses clients dans leur Digital Expérience en 2021. Nos consultants les accompagnent dans l’expression de leurs besoins digitaux afin de concevoir, de développer, d’analyser et de déployer des solutions digitales.Parce que des utilisateurs, ça se comprend ! Avec la Creative Factory, nos consultants optimisent l’expérience utilisateur des applications et interviennent sur différents domaines d'expertises : conseil, stratégie, formations, UX, UI, coaching…Développer c’est bien, Digital Factory c’est mieux ! Notre équipe propose son expertise sur l'ensemble des phases du cycle de vie d'un projet digital. Nos domaines de compétences sont variés autour des domaines de la Data Factory (Big Data, Data Scientist, BI et Data Visualisation…), des solutions back-end, front mobile et web, dans un contexte d'industrialisation et des méthodologies agiles. Et si on rendait votre mobilité plus sécurisée ? Les consultants de la Digital Workspace à travers le conseil, l’intégration, la conduite du changement et le support de solutions unifiées UEM accompagnent nos clients à s’adapter aux nouveaux usages mobiles pour mieux gérer et sécuriser leur infrastructure en mobilité. Fiers de notre esprit Start-up, notre équipe compte plus de 120 consultants répartis entre Paris, Nantes et Angers. Nous avons pour ambition d’atteindre les 160 collaborateurs d’ici fin 2021.""]"
