,intitule,entreprise,Type Contrat,Niveau Experience,texte
376,ANALYSTE MARKETING ET DATA H/F,DEKRA,,,"Dans le cadre de notre croissance et du développement de notre activité, nous recherchons un Analyste Marketing et Data (H/F) afin d'intégrer notre Département Remarketing.

Au sein du service dédié aux prestations de marketing opérationnel réalisées en soutien à l'activité Vente de Véhicules d'Occasion de nos clients, votre principale mission sera d'accompagner nos clients, constructeurs automobiles dans la mise en œuvre de leur politique commerciale et de l'atteinte de leurs objectifs.

Ainsi, vos tâches seront les suivantes :

Gérer les bases de données produit, client et tarification afin de garantir la qualité des informations nécessaires à la vente des véhicules
Produire des reportings d'activité hebdomadaires et mensuels permettant le suivi de la performance et la préparation des présentations aux clients
Contribuer à la conception, au développement et au maintien de nos solutions de Business Intelligence (BI)
Veillez au Maintien en Condition Opérationnel (MCO) de notre périmètre fonctionnel et outil en relai des équipes support et IT
Administrer les outils Web de vente B2B pour déployer les opérations commerciales et en assurer le suivi
Elaborer les supports de communication à destination des réseaux de nos clients : politiques commerciales annuelles, newsletters mensuelles, emailings, etc.
Gérer les programmes de fidélité des réseaux de nos clients : suivi des objectifs, déclenchement du paiement des primes, etc.
Assurer le rôle de support opérationnel à nos clients en s'appuyant sur les ressources internes (IT, centre de relation clients, administration des ventes, responsables grands comptes, etc.)
Profil
Vous êtes issu(e) d'une formation Bac+5 type Marketing ou Ecole de Commerce
Vous avez la connaissance ou êtes attiré(e) par le secteur de l'automobile (marché, produits, acteurs, etc.)
Vous savez vous adapter rapidement et êtes force de propositions
Vous avez la culture web et êtes doté(e) d'excellentes capacités d'analyse et de synthèse
Vous avez connaissance du logiciel Power BI ou Tableau. La connaissance du langage SQL est un plus
Vous maitrisez le Pack Office

Votre sensibilité à la satisfaction clients, votre sens de l'organisation et votre rigueur sont des qualités qui vous aideront à être à l'aise dans cette fonction.
Localisation du poste
Localisation
Europe, France, Ile-de-France, Hauts-de-Seine (92)
Lieu
LE PLESSIS ROBINSON
Critères candidat
Niveau d'études requis
Bac +5
Diplôme
Master II / DESS / DEA
Spécialité
Marketing
Domaine d'activité
Automobile (constructeurs, équipementiers, distributeurs…)
Niveau d'expérience min.
< 1 an"
377,Data Analyste H/F H/F,2s 2i Solutions & Services,,,"2S2I est une ESN à taille humaine avec un management de proximité, une culture et des valeurs qui inscrivent nos collaborateurs au cœur de son développement.
Avec le renouveau de l'entreprise en 2016, 2S2I continue sa croissance et, à tous les niveaux, nous avons à cœur le bien-être de nos collaborateurs et la réussite de nos projets. Grâce à nos consultants et experts, répartis sur toute la France, nous offrons, depuis plus de 10 ans, à nos clients, grands comptes à dimension nationale ou internationale, des services d'excellence dans le secteur du numérique (conseil métier/MOA, ingénierie applicative, gestion des infrastructures et management de l'information/data intelligence). Nos secteurs d'intervention sont variés (Industrie, Energie, Transports, Distribution, Edition de logiciels ou Secteur public), avec une expertise qui reste dominante dans le secteur Banque, Finance et Assurance.
Aujourd'hui, 2S2I, ce sont :
4 agences en France (Paris, Lyon, Aix en Provence et Montpellier) et 2 à l'étranger (Luxembourg et Tunisie)
120 collaborateurs et des dizaines à venir !
1 spécialisation dans le domaine Banque | Finance | Assurances
1 seul esprit 2s2i : Excellence, Talents, Proximité, Convivialité
De nombreux talents ont déjà rejoint notre équipe, pour une vision différente, des opportunités de carrière et des projets innovants. Pourquoi pas vous !?... Venez écrire l'histoire d'une entreprise, experte des SI à dimension humaine.
Mission
Notre entreprise vous embarque dans une mission d'envergure et recherche pour cela un(e) Data Analyste H/F prêt(e) pour s'investir au sein d'une équipe motivée!
Le défi consiste à développer des études de DataScience en mode distribué/BigData sur une plate-forme Hadoop Groupe.
Nous comptons sur vous pour accomplir au mieux ces différentes missions :
Gestion des projets Data Sciences
Être en relation avec différent acteurs sur différents sites
Avoir des expériences Spark/PySpark


Profil
La Maîtrise de PHP est fondamentale ainsi que la pratique de SPARK ML SPARK ML
De plus, vous avez une aisance relationnelle qui vous permet de travailler efficacement en équipe et avec des clients. Vous savez aussi travailler en autonomie et prendre des initiatives. Rigueur, organisation et méthode, en mode Agile, sont des atouts qui vous permettront de mener à bien vos projets.
N'hésitez pas, vous êtes fait(e) pour nous rejoindre et mener à bien ces missions passionnantes!
A compétences égales, tous nos postes sont accessibles aux personnes en situation de handicap.
Ce qui nous rassemble :
Un management alliant proximité et convivialité
Une entreprise engagée qui favorise l'insertion professionnelle des personnes en situation de handicap et à maintenir leur emploi
Une carrière professionnelle et un programme de formation personnalisés
Des activités extra-professionnelles
Des primes de cooptation pour participer à la croissance du groupe
Des offres privilégiées ou bons d'achat pour vos vacances et vos loisirs
Des aides à la mobilité et un accès gratuit à un service de recherche de logements
Vous partagez nos valeurs et cherchez une entreprise qui saura reconnaître la vôtre? Contactez-nous sans plus attendre et rencontrons-nous pour une future collaboration!"
378,ANALYSTE DE DONNEES MARKETING – Dijon (21) H/F,CREDIT AGRICOLE DE CHAMPAGNE,32 500 € par an - CDI,,"Métier
Marketing / Communication
Titre du poste
ANALYSTE DE DONNEES MARKETING – Dijon (21) H/F
Description du poste
• • • Le défi que nous vous proposons • • •

Au sein de notre Caisse Régionale et basé à Dijon, vous intégrerez le service Marketing digital en tant qu’Analyste de données.
L’équipe Marketing Digital est en charge de l’animation digitale des différents canaux et, de l’administration et la maintenance d’une suite logicielle nommée SoLead, gérant le stockage, l’optimisation et le pilotage des leads digitaux. Cette suite étant installée dans plusieurs caisses régionales, des déplacements sur la métropole sont envisageables.

Dans le respect des procédures et de la réglementation, vos missions seront les suivantes :
Sourcer et rassembler l'ensemble des données pertinentes, structurées ou non, on-site ou off-site nécessaires à l'analyse et à l'optimisation des parcours digitaux.
Proposer des évolutions de parcours client, en collaboration étroite avec l’animation des offres et les équipes CRM de la caisse régionale.
Organiser, étudier et synthétiser les données des caisses régionales de la communauté Solead, et construire les outils d'analyse et les tableaux de bord favorisant la mise en avant des bonnes pratiques.
Participer aux échanges avec les différentes entités du groupe en charge des datas et plus particulièrement avec les équipes CRM de la caisse régionale.
Participer au suivi et à l’intégration des projets sur la partie Banque en Ligne
Gérer l’assistance Agence
Créer, intégrer et gérer des contenus web et mobiles

Profil
• • • Les clés de la réussite • • •

Diplôme d'une formation minimum bac +3 en Marketing, Digital, Informatique, vous disposez d’une première expérience réussie en entreprise sur des projets similaires.

Rigoureux et organisé, vous maîtrisez l’environnement Web (fixe et mobile, Html, CSS), les outils de développement (PHP/mySQL, JavaScript, Jquery) ainsi que les outils bureautiques.

Curieux et créatif, vous êtes force de proposition.
Votre aptitude et votre goût pour le travail d’équipe combinés à votre capacité d’analyse et de synthèse vous permettront de réussir sur ce poste.

Poste en CDI, à pourvoir en janvier 2021
Rémunération : 32,5 K€ par an dont le 13ème mois + intéressement et participation.
Contrat
CDI
Statut
Non cadre
Localisation du poste
Localisation du poste
Bourgogne-Franche-Comté, Cote d'Or (21)
Lieu de travail
DIJON
Critères candidat
Niveau d'études min. requis
Bac+3"
379,Data Analyst Offre H/F,Auchan Retail France,CDI,,"Avec Auchan, révélez vos talents...
Nous rejoindre, c'est rejoindre une entreprise qui agit au quotidien avec l'ensemble de ses équipes, pour réinventer un commerce plus responsable. Nous plaçons l'humain au coeur de toutes nos actions dans le but d'améliorer la qualité de vie des habitants.
Nos valeurs de confiance, d'ouverture et d'excellence nous animent et illustrent la façon dont nous voulons faire notre métier, au plus près de nos collaborateurs et de nos clients.

Nous vous apportons un métier qui a du sens, un management de proximité, une responsabilisation partagée et l'opportunité d'évoluer parmi nos 400 métiers.

Auchan Retail a créé en 2015 une équipe internationale et multidisciplinaire de Big Data (data scientist, data analyst, data manager, project manager, IT engineer, etc.)
Le but de cette équipe est de développer l'utilisation des données dans le commerce Auchan Retail pour tous les pays (12 principalement en Europe et en Asie) et toutes les entreprises (on line et offline - hyper, super et magasins de proximité).

Vous jouerez un rôle clé dans le développement de cette activité en relation avec différentes business units et dans l'exploration de nouveaux cas d'utilisation et de nouvelles technologies (outils Google Cloud Platform, Tableau, ...).

Vous travaillerez au sein du département ""Offre et Supply"", orienté métier, et serez en charge des solutions au service des métiers de l'offre (algorithmes, outils d'aide à la décision et de suivi des performances ), de leur bonne adoption et bon usage pour créer de la valeur.
Vous êtes le garant de l'adoption des solutions data Offre par le pays à court, moyen et long terme, pour cela vous serez amené à :
Suivre les tendances du marché et l'évolution de l'activité d'Auchan sur la Data au service des métiers de l'offre
Mettre en place des outils et des KPI pour mesurer la performance de l'offre à travers les différents canaux d'Auchan
Contribuer à la création d'outils d'optimisation d'assortiment et de recommandation de produits au service du Category Management
Faciliter l'accès aux données analytiques collectées en rendant les informations recueillies accessibles et compréhensibles par vos différents clients internes
vous vous assurez que le projet progresse avec les différents acteurs : IT, data management, chef de projet, marketing technologist, équipes pays, etc.
vous êtes le référent des solutions du département (connaissance métier et technique) dans le cadre de leur déploiement
Construction de la roadmap de déploiement avec les acteurs pays, formation des utilisateurs
Réaliser la formation et l'évaluation du pays sur le service et suivre l'adoption de la solution par le pays (niveau d'utilisation)
Être support de niveau 1 sur la solution, pour répondre aux questions des utilisateurs
Suivre les alertes, faire une première analyse du problème et qualifier le niveau de la maintenance corrective.
Identifier les nouveaux besoins Pays pour alimenter la backlog projet du Product Owner de la Solution
Animer en mode coaching des clients internes pour développer leur autonomie dans l'usage des solutions, et suivi de l'adoption des sujets ‘offre'
Diplômé d'un master ou d'une école de commerce
Une expérience significative (5 ans au moins) en tant que Business analyst de l'offre, ou Data Analyste dans ou pour le secteur du retail dans le domaine de l'offre.

Les compétences attendues sont les suivantes :
Connaissance des produits et de la gestion de l'offre dans un environnement retail
Forte orientation client (interne et final) et drivé par le résultat
Orienté produits
Bonne culture de la gestion de projet
Expérience en matière d'environnement cross-canal
Capacité à travailler en équipe et à faire preuve de flexibilité
Capacité d'analyse et de synthèse, en adaptant votre communication au profil de vos interlocuteurs (responsable des données pays, équipes produits, chef de projet, IT, etc.)
Fort goût de l'accompagnement et la transmission du savoir
Possibilité de coder en sql
Expérience en matière de technologie big data est un plus
La connaissance de l'environnement GCP et du logiciel Tableau est un plus

Langues :
Français / Anglais impératif
Parce que chez Auchan Retail ce qui compte avant tout c'est vous, venez nous faire découvrir qui vous êtes !

Au sein d'une entreprise en mouvement, venez contribuer à notre projet d'entreprise. Auchan agit et propose des cursus d'intégration et de développement des compétences, pour vous permettre d'être acteur de votre parcours et vous accompagner dans vos projets.

Parce qu'Auchan Retail est convaincu que la diversité fait la richesse d'une entreprise, nous étudions à compétences égales toutes les candidatures."
380,Data Analyst H/F - Acteur majeur dans la commercialisation de produits de beauté en Europe,Michael Page,,,"En tant que Data Analyst, vous êtes en charge de développer et de piloter la plate-forme data afin de fournir des dashbords cohérents et exploitables par les métiers.

Ainsi, vos responsabilités sont les suivantes :
Mission d'implémenter et de créer des dashboards sous Power BI à travers les différentes bases de données (SAP, SQL, SSAS, MS Azure, Excel...) de l'entreprise,
Sell in : Analyser la performance et la rentabilité par clients et par marque, en initiant un partenariat fort avec l'équipe financière,
Sell out : Analyser les ventes à travers les données des principaux clients retail pour identifier les clients, les produits par marque et les opportunités saisonnières. Supporter le Category Manager pour créer des tableaux de bord et des analyses spécifiques par client notamment pour avoir des données estimatives,
Forecasting : Soutenir les prévisions, la planification de la demande, la chaîne d'approvisionnement avec des rapports et des analyses prédictives ; créer des outils spécifiques pour accompagner les Managers pour faire des prévisions et mieux analyser l'avenir,
Trade promotions : Analyser pour identifier les opportunités d'optimisation et suivre le budget.

Environnement technique : Power BI, SQL, SAP, Google Analytic, Google Tag Manager, Content Square...

Issu d'un Bac +5 en informatique, marketing, statistiques ou finance minimum, vous justifiez d'au moins 3 ans d'expérience à un poste similaire, notamment dans l'implémentation et la création de dashbord sur l'outil Power BI. Vous avez une bonne connaissance de L'ERP SAP et plus précisément ses modules sales et distribution. Autonome, vous disposez d'une bonne écoute qui vous permet de challenger le besoin métier. Doté d'un bon relationnel, vous savez faire preuve d'agilité afin de travailler avec toutes le parties prenantes. Un anglais courant est impératif à ce poste."
381,Analyste de données techniques systèmes H/F,Ortec,CDI,,"Description de la mission
Sonovision, membre du GIFAS, est le leader européen par excellence de l'ingénierie logistique et documentaire depuis plus de 70 ans, et également un acteur reconnu dans la maintenance, activité outillage et support aux opérations.
Nos clients ? Ce sont les plus gros fleurons de l'industrie française et internationale.
Nous les accompagnons dans le pilotage de projets exigeants et complexes dans les secteurs du Naval de Défense, de l'Aéronautique, de l'Aérospatial ou encore du
Transport. Sonovision, c'est le sens de l'ingénierie, l'expertise en plus, une place de
choix sur des marchés porteurs. Et quel chemin parcouru depuis notre création.
Sonovision, aujourd'hui c'est : 1 400 collaborateurs, 14 centres techniques en France et 9 filiales à l'étranger. Côté historique, 2014 a marqué notre entrée au sein d'Ortec, Groupe élu parmi les meilleurs employeurs français 2019 !
Dans le cadre du développement de son activité, l'agence de Bordeaux(33) recherche analyste de données techniques systèmes H/F.
A ce titre, vous devrez :
Piloter et suivre les non conformités.
Gérer les mises à jour des configurations utilisées.
Mettre à jour les bases de données*
Mise à jour à jour de plan sur CATIA V5
Profil
Diplômée d'une licence IMA ou aéronautique vous êtes à l'aise en gestion de données techniques et vous avez une experience significative sur CATIA V5
Métier
Ingénierie Documentaire - Assistant GED
Secteur
Etudes techniques / ingénierie / R&D
Intitulé du poste
Analyste de données techniques systèmes H/F
Contrat
CDI
Statut
ETAM
Profil recherché
Formation
Bac+3
Diplôme
DEUG / BTS / Licence 2 / DUT
Expérience
Confirmé (au moins 4 ans)
Langues
Anglais (Opérationnel)
Localisation du poste
Localisation du poste
Europe, France, Aquitaine, Gironde (33)
Lieu
23 Rue Nicolas Leblanc 33700 MERIGNAC"
382,Data Analyst Cloud AWS (Life Insurance background),Next Link,CDD,,"NextLink is working with one of the largest IT Consultants who are looking for Data Analyst from Life Insurance background for a 6-month contract.

Job Title: Data Analyst Cloud AWS
Location: France, ILE DE FRANCE
Duration: 6 months contract

Languages: French Mandatory

Responsibilities:
Support the Product Owner, Data Scientists, and business lines in defining the need to challenge the data made available (format, codification, transfer methods) to optimize the solution. consider the Security aspects (access management) and Compliance (identification of sensitive data, anonymization of personal data, etc.)
To propose a functional solution integrating these aspects after consultation with:
Professions and Data Scientists
Data Engineers and Data Architects
Compliance (DPO or DPO relay) and the Risk Department
Prepare the data based on the chosen solution and create the expected datasets, working closely with the Data Scientist.

Technical Skills:
Mastery of the AWS platform and its services
Python mastery – Good
Practice in data preparation and dataset

Madatory Skills
Experience in the implementation of Data cases (Data Science, DataViz, Bigdata Platform) Agile
Development Practice
Ability to analyze and deepen technical and functional topics
Listening skills, sense of contact, availability, responsiveness
Ability to formalize and synthesize
Teamwork"
383,[CDI] Senior Data Analyst,api.video,,,"api.video connects people through their cameras. Join us to build the first worldwide video backbone!
We are an API-first platform to manage online video and our goal is to become a new standard, such as Stripe for the payments, Twilio for text and VOIP or Sendgrid for email.
We are building our own EDGE infrastructure to provide unprecedented performances on the market
We have raised a $5.5M Seed Round in June 2020 from Blossom Capital, Kima Ventures and some incredible Angels.
By joining us, you will work in an international environment, addressing challenges that will impact millions of people.

As api.video is growing tremendously day after day, we are generating billions of inputs from usages and views.
You will join the Product team and will be the very first Data Analyst to make that data talk.

You will help us make the right decisions for the Marketing and Product teams. You will span the full data cycle from data collection to business recommendations and use advanced technologies to process and report the data. On a daily basis, you will work directly with individuals who will push you to reach levels that you didn't think were possible. We get a kick out of challenging ourselves to do better and a friendly competitive spirit will carry you a long way.

Your missions
You partner with business stakeholders such as Finance, Sales, Marketing, and more to understand business objectives and define key metrics
You run complex analyses & build specific business intelligence dashboards in Tableau
You write SQL and help to build better models
You will contribute to build complex statistical models to segment users and predict their behaviors
You will make recommendations that will guide every small and large decision
You will mentor and guide other team members
You use advance technologies to process and report data

Your profile
+4 years of working experience with SQL and relational databases such as SQL Server, MySQL, PostgreSQL or Redshift
Background studies in Engineering, Statistics, Computer Science or Mathematics.
Good understanding of software development and agile methodologies.
Experience taking large data outputs and conducting critical analysis using Excel/Looker/whatever tool to derive business insights – cohort analysis, slice & dice techniques, segmentation, etc.
Experience communicating complex analyses, data-heavy insights and resulting recommendations/decisions to the team at large with a simple, clear story
Experience communicating directly with decision-makers and influencing their decisions through the use of data
Experience merging data from different sources to come up with unified models
Experience building BI dashboards in a tool such as Tableau, Looker, Power BI or other similar tools and with multi-touch attribution models
Experience with tools such as R, SAS, SPSS, Matlab, etc. and in a scripting language (Python, Javascript, Ruby, etc.)
You can merge the above experience with an understanding of our product and business to arrive at concrete business recommendations
Package
Competitive pay and equity
Annual Bonus
Covered medical, dental, and vision benefits
Company Provided Equipment
The position is Bordeaux (France) or remote.
api.video is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status."
384,SENIOR DATA ANALYST - Fintech,Harnham,45 000 € - 60 000 € par an - CDI,,"Senior Data Analyst - Fintech
Paris, France
45-60K + avantages
Rejoignez le développement exceptionnel de cette start up fintech qui a levé +100millions d'euros pour continuer son développement en France et à l'international. Avec une plateforme établie, ainsi qu'un plan de stratégie solide, la société recrute aujourd'hui sur un rôle stratégique pour eux : SENIOR DATA ANALYST. Ce profil sera le lien entre le business et le technique. En collaboration direct avec les clients internes, ainsi que les équipes Data Science et Data Engineering, le rôle présent challenges, responsabilités, et l'occasion de prendre en leadership.
LE POSTE:
Sous la responsabilité directe du lead du département analytics, le candidat idéal saura allier une rigueur scientifique, une connaissance business solide, ainsi que d'excellentes capacités de communication
les responsabilités techniques clés mises en avant dès le début: collecte et cleaning de donnée, structure/organisation des données, restitution et data visualisation
Vous travaillerez en collaboration étroite avec les équipes Data Science et Data Engineering
Utilisation importante de SQL, ainsi que de data viz - Power BI ou Tableau par exemple
Vous interviendrez sur certaines problématiques data Science en amont (collecte/cleaning/organisation) et la connaissance de R ou Python sera appréciée/utilisée
VOTRE PROFIL:
Doté d'un bac+5 avec un solide socle du côté business, stats, ou mathématiques
Esprit Mathématique/scientifique et excellente communication
Expertise SQL
Une connaissance des principaux Data et Analytics (Power BI, tableau, Python, etc.)
Autonome ET team player

COMMENT POSTULER:
Merci de me faire part de votre CV à jour et je vous recontacterai au plus vite pour partager plus d'info avec vous."
385,DATA ANALYSTE / SUISSE / ASAP / Freelance,NextLink Solutions,,,Next Link Solution est à la recherche d’un DATA Analyste pour une mission d’1 an dans la ville de Fribourg en Suisse. Votre rôle seras : - Documentation (Reporting; Embedded analytics; SAPSCRIPT) - Gestion des places de parc pour les collaborateurs de l’Etat et interfaces avec la gestion de la paie (hors SAP) - Intégrer les données des objets immobiliers au pré-budget -Enhancement et User Exit Validation / Substitution Création / modification d’API / Webservice /Workflows Skills techniques requis : -Certification SAP S/4HANA Embedded Analytics Foundation (S4H400) -Certified Application Associate SAP Predictive Analytics (C_PAII10_35) -Certified Development Associate - ABAP with SAP NetWeaver 7.50 (C_TAW12_750) C’est une opportunité qui est à pourvoir ASAP . Merci de me contacter au plus vite à l’adresse mail suivante : RXXXXXXXXXXXXX@XXXXXXXXXXXX
386,Analyste de données (H/F),SNEF,CDI,,"ENTREPRISE

SNEF Lab réunit les métiers de la sphère digitale qui comprend l’informatique industrielle, les objets connectés, la cybersécurité, l’audiovisuel et la maintenance prédictive. SNEF Lab vient enrichir la démarche globale du Groupe SNEF et révolutionne son métier pour répondre aux enjeux de demain.

PREDICT développe des technologies numériques éprouvées pour la performance des Industries d’Avenir : Usine, Véhicule, Avion et Navire du Futur. Elle intervient dans de nombreux secteurs industriels, tels que les machines-outils, les véhicules industriels, la sidérurgie, l’énergie électrique (hydraulique, nucléaire, hydrolien, éolien, turbine à gaz), le naval (défense, offshore, maritime), l’aéronautique, le spatial.

Elle conçoit, développe et met en œuvre deux lignes de produits logiciels : CASlP : solution temps-réel et KASEM : plateforme collaborative d’analyses de données massives pour la détection précoce, l’anticipation, le diagnostic prédictif, les bilans de santé temps-réel, le pronostic, l’investigation et la thérapie proactive.

Dans le cadre de son développement, PREDICT recherche des ingénieurs pour s’impliquer dans des projets afin de déployer ses solutions pour des grands comptes leaders sur leur marché.


MISSION

Dans le cadre des projets de maintenance prédictive pour nos Clients, vous serez en charge de traiter et d’analyser les données en vue de concevoir, développer, implanter et déployer des algorithmes de surveillance, de détection précoce, de comparaison et d’anticipation.
Vous exploiterez les technologies de stockage NoSQL, les bibliothèques de traitement Python et R, et ferez évoluer la plateforme existante de stockage de données temporelles vers ces technologies.
Vous développerez une nouvelle plateforme d’analyse de données temporelle basée sur Spark, en partant d’algorithmes spécialisés dans la maintenance prédictive.
Sous la responsabilité du Responsable des Projets Clients et en lien avec la R&T apportant des briques technologiques de TRL6-7, vous intégrerez l’équipe Ingénierie et Projets Clients.

A ce titre, vos principales missions consistent à :

appréhender les besoins en stockage et traitement de données massives
gérer le bon développement et l’intégration des technologies de gestion des données
analyser les cahiers des charges techniques des clients
développer et mettre en œuvre les technologies BigData
tirer profit des expériences BigData KASEM
tester les développements
identifier les technologies BigData nécessaires pour répondre aux attentes des clients
expérimenter les technologies sur des cas d’usage
définir les compléments technologiques pour une nouvelle plate-forme BigData
assurer la tenue des délais
concevoir l’architecture de la nouvelle plate-forme BigData
concourir à la stratégie technologique de l’entreprise
participer à l’intégration des technologies de machine learning et d’analytics


PROFIL

Votre formation initiale (grande école d’ingénieur, Bac+5 université d’excellence) à dominance informatique et données massives vous permet d’aborder des problématiques de données volumineuses, complexes et hétérogènes dans le domaine industriel.
Vos compétences en Spark, Hadoop, Bases NoSQL vous permettent d’être pragmatique.
Vos connaissances en statistiques, en analytics, en techniques d’apprentissage, en programmation Python ou R seront également appréciées.
Vos compétences sont complétées par des connaissances en mécanique, en outils de fabrication, en usinage et ingénierie de maintenance vous permettent d’être pragmatique.

Autonome, ouvert d’esprit et curieux vous faites preuve d’une grande capacité d’initiative et d’anticipation dans le cadre d’un travail d’équipe.

Votre niveau d’anglais vous permet d’évoluer dans un contexte international (lecture et rédaction de documentations, e-mails, animation de réunions, conférences téléphoniques etc.).

Ce descriptif vous correspond?
N'hésitez pas à transmettre votre candidature!
Langues nécessaires :
Anglais - Français
Région :
Basse-Normandie"
387,MARKET DATA MARKETING ANALYSTE H/F,Groupe SEB,,,"Nous recherchons un(e) Analyste de données marketing pour rejoindre l'équipe Media et Marketing digital , basé au siège mondial du Groupe à Ecully (près de Lyon)
Chaque année, le Groupe Seb investit dans les médias qui constituent l'un des outils les plus importants pour créer de la demande pour nos produits et pour développer nos marques. L'efficacité et l'efficience de nos activations doivent être améliorées constamment, surtout au vu du bouleversement majeur qu'entraîne la révolution numérique. Dans cette perspective, l'analyste de données marketing doit maîtriser l'univers des activations et les compétences appropriées afin de créer, pour le groupe, un système d'analyse de la performance des activations marketing.

MISSION :

Infrastructure de gestion des performances
Contribuer à la définition des ICP et de l'infrastructure des tableaux de bord en collaboration avec l’équipe Média & Marketing digital et les agences
Participer à la sélection et à l'intégration des outils de visualisation et de suivi de la performance : ad-centric/site-centric/CRM/Social.
Accompagner les équipes informatiques dans la conception et la mise en place des outils de visualisation des données : Définition des besoins, traduction de la vision marketing en exigences techniques, accompagnement des équipes informatiques dans le processus de mise en place
Accompagner l’agence dans la mise en place d'un système adapté d'indicateurs et du tableau de bord associé
Effectuer une analyse comparative des marchés (marques/innovations techniques) pour étoffer les connaissances du groupe et veiller au développement des solutions les plus adéquates pour le Groupe Seb
Être un acteur clé du projet marketing CRM & Social en définissant des ICP, des tableaux de bord et des outils spécifiques et en identifiant des enseignements fondamentaux qui permettront de développer les connaissances dans ce domaine
Mise en œuvre de la gestion des performances
Faire connaître à l'organisation l'infrastructure de gestion de la performance et la gestion des activations marketing axée sur les analyses
Accompagner les continents et les marchés dans leur mise en œuvre
Gérer les pratiques d’analyse de l’agence : mise en œuvre cohérente avec la définition du groupe et le processus REX continu
Participer à leur intégration dans des directives globales actualisées


PROFIL :
Master en marketing et statistiques
7 ans d’expérience dans la gestion d’analyses liée au domaine marketing
Connaissance des principaux canaux de communication numérique
Excellente connaissance des outils de suivi/d’analytique Web et de visualisation des données
Expérience dans la gestion de projets
Solides capacités d’analyse
Bonnes compétences pédagogiques
Dynamique
Anglais courant"
388,Data Analyst – Insurtech (H/F),Team PCN,CDI,,"Le traitement des données et leurs analyses est un enjeu crucial pour y parvenir, c’est pourquoi notre client recherche aujourd’hui un/e Data Analyst pour les rejoindre.
Cette position est une création de poste : de nombreux défis vous attendront et vous aurez la possibilité d’avoir un réel impact sur le futur de la compagnie.

Vos missions en tant que Data Analyst seront les suivantes :

Réaliser un état des lieux de l’utilisation des données dans l’entreprise, revoir et améliorer les processus et outils existants
Affiner la stratégie Data-driven de l’entreprise en collaboration avec le CTO
Revoir et promouvoir les KPIs et les facteurs de succès
Analyser et restituer les données pour les rendre compréhensibles et applicables
Établir des reportings détaillés pour assurer le bon suivi des performances et identifier le potentiel d’amélioration
Structurer des modèles analytiques et prédictifs
Contribuer à mettre en place des solutions intelligentes d’analyse du langage

Compétences et formations :

De formation technique : analyse de données Statistiques, Mathématiques appliquées.
Vous avez entre 2 et 5 ans d’expérience en tant que data analyst /data scientist de préférence dans la tech
Vous avez idéalement déjà travaillé en méthode agile
Vous comprenez comment fonctionne l’intelligence artificielle
Vous avez une bonne connaissance des outils d’analyse prédictive de langage
Vous êtes autonome et vous savez faire preuve d’initiatives
Vous pouvez lire et tenir une conversation avec vos collègues en anglais

Localisation du poste : Annecy, Haute Savoie

Si vous avez le goût du challenge, que vous êtes passionné par l’analyse et le maniement des données et que vous souhaitez rejoindre une start-up en pleine croissance, ce poste est fait pour vous.

Envoyez votre candidature à petula@teampcn.com"
389,Data Analyst Migration ERP (H/F) / Freelance,insitoo-it,,,"Insitoo est une plateforme collaborative de proximité, spécialisée dans l’activité des Freelances IT et Métier. Nous accompagnons au quotidien les entreprises dans leurs projets de transformation informatique et fonctionnelle en proposant l’accès à de nouveaux talents indépendants. Actuellement, afin de répondre aux besoins de nos clients, nous recherchons un Data Analyst Migration ERP (H/F) à Lille. Nous recherchons un Data Analyst Migration ERP (H/F) sur un chantier qui sera en charge de données des anciens systèmes vers le nouveau système et de la phase de construction du socle commun.

Les missions confiées seront de : - Réaliser les tâches associées dans le but de préparer la phase du déploiement, - Définir et/ou ajuster la stratégie de la reprise de données (manuellement, automatiquement ou semi-automatiquement..etc.) à partir des exigences émises par les pays, - Rédiger les documents nécessaires (Expression de besoins, spécifications, plan de test etc.), - Développer les scripts nécessaires pour la reprise automatique des données (export, import, contrôle), - Être garant de la qualité des livrables sur la phase construction (standardisation, socle commun), - Être interlocuteur de l’éditeur/intégrateur/centre de service et des pays d’un point de vue opérationnel, - S’appuyant sur le ou les expert(s) fonctionnel(s) / technique(s), monter en compétence sur le domaine fonctionnel immobilier et la solution ERP Phase de déploiement Pays, - Poursuivre les tâches de la phase construction socle commun, - Capitaliser à chaque déploiement et industrialiser le process de reprise de données. Les interlocuteurs sont : - Pays, - Métier (Direction financière, comptables ), - L’éditeur et l’intégrateur, - Les autres Domaines de la DSI. Cette mission vous intéresse ? N’attendez plus pour postuler !

Retrouvez le détail de la mission sur notre site internet : www.insitoo.com"
